,dataset,references,samples,f1 macro,f1 micro,matthews corrcoef,precision score,recall score,accuracy score
0,unseen_answers,1,579,0.4818115244805403,0.5170797052913597,0.21759374090848047,0.4590909090909091,0.9404858299595141,0.5170797052913597
1,unseen_answers,2,56,0.6542342978122795,0.6569037656903766,0.3594365892799006,0.5816993464052288,0.8317757009345794,0.6569037656903766
2,unseen_answers,3,49,0.42921146953405015,0.46938775510204084,0.10170952554312156,0.42857142857142855,0.9,0.46938775510204084
3,unseen_answers,4,121,0.6255415721064577,0.628099173553719,0.4343420857180051,0.4942528735632184,0.9772727272727273,0.628099173553719
4,unseen_answers,5,94,0.6694444444444445,0.6705882352941176,0.47216988542513183,0.5367965367965368,0.9612403100775194,0.6705882352941176
5,unseen_answers,6,47,0.5653120746645925,0.5740740740740741,0.3099547722266253,0.47540983606557374,0.9206349206349206,0.5740740740740741
6,unseen_answers,7,12,0.5667493796526055,0.7216494845360826,0.24728283694447722,0.7272727272727273,0.9552238805970149,0.7216494845360825
7,unseen_answers,9,10,0.6000000000000001,0.7,0.408248290463863,0.6666666666666666,1.0,0.7
8,unseen_answers,14,11,0.15384615384615385,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182
9,unseen_questions,1,831,0.4818115244805403,0.5170797052913597,0.21759374090848047,0.4590909090909091,0.9404858299595141,0.5170797052913597
10,unseen_questions,2,183,0.6542342978122795,0.6569037656903766,0.3594365892799006,0.5816993464052288,0.8317757009345794,0.6569037656903766
11,unseen_questions,5,246,0.6694444444444445,0.6705882352941176,0.47216988542513183,0.5367965367965368,0.9612403100775194,0.6705882352941176
12,unseen_questions,6,115,0.5653120746645925,0.5740740740740741,0.3099547722266253,0.47540983606557374,0.9206349206349206,0.5740740740740741
13,unseen_questions,7,85,0.5667493796526055,0.7216494845360826,0.24728283694447722,0.7272727272727273,0.9552238805970149,0.7216494845360825
14,unseen_questions,10,92,0.4026799281668739,0.4891304347826087,-0.19371935387261252,0.6451612903225806,0.6153846153846154,0.4891304347826087
15,unseen_domains,1,4562,0.4818115244805403,0.5170797052913597,0.21759374090848047,0.4590909090909091,0.9404858299595141,0.5170797052913597
