,dataset,references,samples,f1 macro,f1 micro,matthews corrcoef,precision score,recall score,accuracy score
0,unseen_answers,1,579,0.7487153296691951,0.7553583389149364,0.4975940462922763,0.6993283287238246,0.7165991902834008,0.7553583389149364
1,unseen_answers,2,56,0.7515592515592515,0.7656903765690377,0.5335160043869581,0.84,0.5887850467289719,0.7656903765690377
2,unseen_answers,3,49,0.9361147327249023,0.9387755102040817,0.873076487447726,0.9473684210526315,0.9,0.9387755102040817
3,unseen_answers,4,121,0.9298550724637681,0.9338842975206612,0.8619909371529699,0.875,0.9545454545454546,0.9338842975206612
4,unseen_answers,5,94,0.919047619047619,0.9235294117647059,0.8381661691048673,0.8931297709923665,0.9069767441860465,0.9235294117647059
5,unseen_answers,6,47,0.8072957969865187,0.8148148148148148,0.6156483269268608,0.746268656716418,0.7936507936507936,0.8148148148148148
6,unseen_answers,7,12,0.8385196568062492,0.8659793814432989,0.6792959953538265,0.8857142857142857,0.9253731343283582,0.865979381443299
7,unseen_answers,9,10,0.7619047619047619,0.8000000000000002,0.6123724356957946,0.75,1.0,0.8
8,unseen_answers,14,11,0.3529411764705882,0.5454545454545454,0.0,0.0,0.0,0.5454545454545454
9,unseen_questions,1,831,0.7487153296691951,0.7553583389149364,0.4975940462922763,0.6993283287238246,0.7165991902834008,0.7553583389149364
10,unseen_questions,2,183,0.7515592515592515,0.7656903765690377,0.5335160043869581,0.84,0.5887850467289719,0.7656903765690377
11,unseen_questions,5,246,0.919047619047619,0.9235294117647059,0.8381661691048673,0.8931297709923665,0.9069767441860465,0.9235294117647059
12,unseen_questions,6,115,0.8072957969865187,0.8148148148148148,0.6156483269268608,0.746268656716418,0.7936507936507936,0.8148148148148148
13,unseen_questions,7,85,0.8385196568062492,0.8659793814432989,0.6792959953538265,0.8857142857142857,0.9253731343283582,0.865979381443299
14,unseen_questions,10,92,0.4295634920634921,0.45652173913043476,-0.10536643631223501,0.6595744680851063,0.47692307692307695,0.45652173913043476
15,unseen_domains,1,4562,0.7487153296691951,0.7553583389149364,0.4975940462922763,0.6993283287238246,0.7165991902834008,0.7553583389149364
